Dataset,SiteCode,SiteCode_rev,Core_site,GPS_match,Old_RLS_SiteCode,SiteName,SiteName_rev,SiteLatitude,SiteLongitude,SiteLatitude_rev,SiteLongitude_rev,LocationName,Loc_new,MPA,Country,State,Ecoregion,Province,Realm,Zone name,NEOLI Total,No-take,Effectiveness_NEOLI,Isolation_NEOLI,area,Age,Zone,Effectiveness,No take multizoned, year of protection, area (km2), perimeter length (km), offshore extent (km),Distance to boundary (km),Artificial habitat,Isolation,WaveExposure,Relief,Slope,Currents,Measured,Estuary
RLS,GBR276,GBR276,,,,Epaulette Reef,Epaulette Reef,-21.1836,152.54451,-21.1836,152.54451,Great Barrier Reef,GBR - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,HP-20-5225,,,,,,,,High,Restricted take multizoned,2004,14902,,,,,,,,,,0,0
RLS,CS59,CS59,,,,Kenn Twin Bommies,Kenn Twin Bommies,-21.19851,155.76544,-21.20369,155.76593,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,National Park Zone,,,,,,,National Park Zone,Medium,No take multizoned,2018,124.8,,,2.5,,3,3,4,4,2,1,0
RLS,CS58,CS58,,,,Kenn Reef North Cay bommie,Kenn Reef North Cay bommie,-21.19993,155.76575,-21.19993,155.76575,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,National Park Zone,,,,,,,National Park Zone,Medium,No take multizoned,2018,124.8,,,2.5,,3,3,4,4,2,1,0
RLS,CS60,CS60,,,,Kenn Reef North Cay,Kenn Reef North Cay,-21.20282,155.77281,-21.20282,155.77281,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,National Park Zone,,,,,,,National Park Zone,Medium,No take multizoned,2018,124.8,,,2,,3,2,4,1,2,1,0
RLS,CS61,CS61,,,,Kenn Reef Pipeline,Kenn Reef Pipeline,-21.20865,155.76982,-21.20865,155.76982,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,National Park Zone,,,,,,,National Park Zone,Medium,No take multizoned,2018,124.8,,,2.5,,3,2,4,2,2,1,0
RLS,GBR275,GBR275,,,,Swains Halfway Reef Lagoon,Swains Halfway Reef Lagoon,-21.21086,152.23938,-21.21086,152.23938,Great Barrier Reef,GBR - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,MNP-20-1124,,,,,,,,High,No take multizoned,2004,8426,,,3.7,,3,,,,,0,0
RLS,GBR274,GBR274,,,,Swains Halfway Reef,Swains Halfway Reef,-21.21314,152.23688,-21.21314,152.23688,Great Barrier Reef,GBR - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,MNP-20-1124,,,,,,,,High,No take multizoned,2004,8426,,,3.7,,3,,,,,0,0
RLS,GBR273,GBR273,,,,North Twin Cays,North Twin Cays,-21.21383,151.98274,-21.21383,151.98274,Great Barrier Reef,GBR - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,HP-20-5225,,,,,,,,High,Restricted take multizoned,2004,14902,,,,,,,,,,0,0
RLS,CS57,CS57,,,,Kenn Cave,Kenn Cave,-21.24541,155.76497,-21.24541,155.76497,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,116,,,-3.5,,,2,4,1,2,1,0
RLS,CS56,CS56,,,,Kenn Reef rubble,Kenn Reef rubble,-21.248,155.76361,-21.248,155.76361,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,116,,,-3.5,,,2,4,1,2,1,0
RLS,CS55,CS55,,,,Kenn Labyrinth,Kenn Labyrinth,-21.2535,155.76086,-21.2535,155.76086,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,116,,,-3.5,,,2,4,1,2,1,0
RLS,CS54,CS54,,,,Kenn Reef bommie,Kenn Reef bommie,-21.25459,155.75466,-21.25066,155.75829,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,116,,,-3.5,,,2,4,4,2,1,0
RLS,CS52,CS52,,,,Kenn Reef anchorage bommie,Kenn Reef anchorage bommie,-21.25707,155.7542,-21.25707,155.7542,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,116,,,-3.5,,,2,3,4,2,1,0
RLS,CS53,CS53,,,,Kenn Break,Kenn Break,-21.2603,155.7551,-21.2603,155.7551,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,116,,,-3.5,,,,,,,0,0
RLS,NWS155,NWS155,,,,Airlie island,Airlie island,-21.31958,115.17213,-21.31958,115.17213,North West Shelf,Pilbara,,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,,,,,,,,,,Fishing,,,,,,,,3,2,1,3,1,0
RLS,NWS156,NWS156,,,,Airlie Island inner reef,Airlie Island inner reef,-21.32233,115.17332,-21.32233,115.17332,North West Shelf,Pilbara,,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,,,,,,,,,,Fishing,,,,,,,,3,2,1,3,1,0
RLS,GBR266,GBR266,,,,AIMS-21187S,AIMS-21187S,-21.4054,151.63843,-21.4054,151.63843,Great Barrier Reef,GBR - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,HP-20-5225,,,,,,,,High,Restricted take multizoned,2004,14902,,,,,,,,,,0,0
RLS,GBR271,GBR271,,,,Swains Lagoon,Swains Lagoon,-21.40775,151.63504,-21.40775,151.63504,Great Barrier Reef,GBR - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,HP-20-5225,,,,,,,,High,Restricted take multizoned,2004,14902,,,,,,,,,,0,0
RLS,GBR270,GBR270,,,,Dustys Haven,Dustys Haven,-21.4301,151.58421,-21.4301,151.58421,Great Barrier Reef,GBR - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,HP-20-5225,,,,,,,,High,Restricted take multizoned,2004,14902,,,-3.4,,,,,,,0,0
RLS,GBR268,GBR268,,,,AIMS-21139S3,AIMS-21139S3,-21.45473,151.4654,-21.45473,151.4654,Great Barrier Reef,GBR - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,MNP-21-1141,,,,,,,,High,No take multizoned,2004,15173.21,,,7.75,,3,,,,,0,0
RLS,GBR267,GBR267,,,,AIMS-21139S1,AIMS-21139S1,-21.45628,151.47352,-21.45628,151.47352,Great Barrier Reef,GBR - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,MNP-21-1141,,,,,,,,High,No take multizoned,2004,15173.21,,,7.75,,3,,,,,0,0
RLS,NWS157,NWS157,,,,North Muiron Island NE,North Muiron Island NE,-21.63678,114.39077,-21.63678,114.39077,North West Shelf,Exmouth,Ningaloo Marine Park,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Marine Management Area (Muiron Islands),3,1,1,0,0,1,Marine Management Area (Muiron Islands),High,Restricted take multizoned,1987,2435,648,6,-0.7,,,3,3,1,3,1,0
RLS,NMP16,NMP16,,,,Nth Muiron,Nth Muiron,-21.64135,114.35673,-21.64135,114.35673,Ningaloo Marine Park,Exmouth,Ningaloo Marine Park,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Marine Management Area (Muiron Islands),3,1,1,0,0,1,Marine Management Area (Muiron Islands),High,Restricted take multizoned,1987,2435,648,6,-0.92,,,,,,,0,0
RLS,GBR108,GBR108,,,,Middle Percy NW,Middle Percy NW,-21.64143,150.24591,-21.64143,150.24591,Great Barrier Reef,QLD inshore - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,HP-21-5258,,,,1,,,HP-21-5258,High,Restricted take multizoned,2004,5421.69,475,29.25,,,,3,4,2,3,1,0
RLS,GBR109,GBR109,,,,Middle Percy NW Notch,Middle Percy NW Notch,-21.65039,150.24245,-21.65039,150.24245,Great Barrier Reef,QLD inshore - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,HP-21-5258,,,,1,,,HP-21-5258,High,Restricted take multizoned,2004,5421.69,475,29.25,,,,3,4,3,3,1,0
RLS,NWS158,NWS158,,,,North Muiron Island East,North Muiron Island East,-21.65079,114.37691,-21.65079,114.37691,North West Shelf,Exmouth,Ningaloo Marine Park,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Conservation Area (North Muiron),,,,,,,Conservation Area (North Muiron),High,No take multizoned,1987,7.65,,,0.2,,1,3,3,1,3,1,0
RLS,GBR110,GBR110,,,,Middle Percy A Frame,Middle Percy A Frame,-21.65447,150.24191,-21.65447,150.24191,Great Barrier Reef,QLD inshore - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,HP-21-5258,,,,1,,,HP-21-5258,High,Restricted take multizoned,2004,5421.69,475,29.25,,,,3,4,2,3,1,0
RLS,NMP17,NMP17,,,,Sth Muiron,Sth Muiron,-21.66711,114.33362,-21.66711,114.33362,Ningaloo Marine Park,Exmouth,Ningaloo Marine Park,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Conservation Area (South Muiron),3,1,1,0,0,1,Conservation Area (South Muiron),High,No take multizoned,1987,6.14,648,6,1.02,,1,,,,,0,0
RLS,NWS159,NWS159,,,,South Muiron Island NE Channel,South Muiron Island NE Channel,-21.67022,114.35251,-21.67022,114.35251,North West Shelf,Exmouth,,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,,,,,,,,,,Fishing,,,,,,,,3,3,1,3,1,0
RLS,GBR111,GBR111,,,,21465 Reef Mid North,21465 Reef Mid North,-21.79107,151.87013,-21.79107,151.87013,Great Barrier Reef,GBR - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,HP-21-5291,,,,1,,,HP-21-5291,High,Restricted take multizoned,2004,36.64,27.15,136.29,,,,,,,,0,0
RLS,GBR112,GBR112,,,,21465 Reef Mid North Inlet,21465 Reef Mid North Inlet,-21.79238,151.88092,-21.79238,151.88092,Great Barrier Reef,GBR - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,HP-21-5291,,,,1,,,HP-21-5291,High,Restricted take multizoned,2004,36.64,27.15,136.29,,,,,,,,0,0
RLS,NMP-B3,NMP-B3,core ATRC,,,Bundegi,Bundegi Nth,-21.82729,114.1801,-21.82729,114.1801,Ningaloo Marine Park,Exmouth,Ningaloo Marine Park,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Recreation Zone,3,1,1,0,0,1,Recreation Zone,High,Restricted take multizoned,1987,2435,13.1,2.7,-0.25,,,,,,,0,0
RLS,GBR113,GBR113,,,,Oval Reef,Oval Reef,-21.83517,152.32959,-21.83517,152.32959,Great Barrier Reef,GBR - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,MNP-21-1145,,,,1,,,MNP-21-1145,High,No take,2004,997.54,182.86,144,4.9,,4,,,,,0,0
RLS,NMP-BF4,NMP-BF4,core ATRC,,,Bundegi RZ,Bundegi RZ,-21.83633,114.17777,-21.83633,114.17777,Ningaloo Marine Park,Exmouth,Ningaloo Marine Park,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Recreation Zone,3,1,1,0,0,1,Recreation Zone,High,Restricted take multizoned,1987,2435,13.1,2.7,-1.26,,,,,,,0,0
RLS,NMP-BF1,NMP-BF1,core ATRC,,,Bundegi,Bundegi,-21.83921,114.17564,-21.83921,114.17564,Ningaloo Marine Park,Exmouth,Ningaloo Marine Park,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Recreation Zone,3,1,1,0,0,1,Recreation Zone,High,Restricted take multizoned,1987,2435,13.1,2.7,-1.66,,,,,,,0,0
RLS,CS46,CS46,,,,Saumarez SW Islet,Saumarez SW Islet,-21.85174,153.52123,-21.85174,153.52123,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,176,,,,,,2,2,4,2,1,0
RLS,NMP-BF2,NMP-BF2,core ATRC,,,Bundegi SZ North,Bundegi SZ North,-21.85245,114.16954,-21.85245,114.16954,Ningaloo Marine Park,Exmouth,Ningaloo Marine Park,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Recreation Zone,3,1,1,0,0,1,Bundegi Recreation Zone,High,Restricted take multizoned,1987,2435,10.45,3.4,-0.33,,,,,,,0,0
RLS,NMP-B4,NMP-B4,core ATRC,,,Nth Bundegi,Nth Bundegi,-21.8559,114.16763,-21.8559,114.16763,Ningaloo Marine Park,Exmouth,Ningaloo Marine Park,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Bundegi Sanctuary Zone,3,1,1,0,0,1,Bundegi Sanctuary Zone,High,No take multizoned,1987,6.96,10.45,3.4,0.07,,1,,,,,0,0
RLS,NMP-BF3,NMP-BF3,core ATRC,,,Bundegi SZ South,Bundegi SZ South,-21.86648,114.15926,-21.86648,114.15926,Ningaloo Marine Park,Exmouth,Ningaloo Marine Park,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Bundegi Sanctuary Zone,3,1,1,0,0,1,Bundegi Sanctuary Zone,High,No take multizoned,1987,6.96,10.45,3.4,0.9,,1,,,,,0,0
RLS,NMP-B5,NMP-B5,core ATRC,,,Sth Bundegi,Sth Bundegi,-21.86971,114.15813,-21.86971,114.15813,Ningaloo Marine Park,Exmouth,Ningaloo Marine Park,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,Bundegi Sanctuary Zone,3,1,1,0,0,1,Bundegi Sanctuary Zone,High,No take multizoned,1987,6.96,10.45,3.4,0.55,,1,,,,,0,0
RLS,CS47,CS47,,,,Saumarez egg seasnake,Saumarez egg seasnake,-21.89659,153.5935,-21.89659,153.5935,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,176,,,,,,2,4,1,2,1,0
RLS,CS49,CS49,,,,Saumarez olive seasnake,Saumarez olive seasnake,-21.89659,153.5435,-21.89659,153.5435,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,176,,,,,,,,,,0,0
RLS,CS48,CS48,,,,Saumarez SW reef cay,Saumarez SW reef cay,-21.89729,153.53757,-21.89729,153.53757,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,176,,,,,,2,3,4,2,1,0
RLS,NMP15,NMP15,,,,A & D s Dilemma,A & D s Dilemma,-21.90414,113.94328,-21.90414,113.94328,Ningaloo Marine Park,Ningaloo Reef - North,Ningaloo Marine Park,Australia,Western Australia,Ningaloo,Northwest Australian Shelf,Central Indo-Pacific,Recreation Zone,3,1,1,0,0,1,Recreation Zone,High,Restricted take multizoned,1987,2435,2.8,0.55,-2,,,,,,,0,0
RLS,CS51,CS51,,,,Saumarez stripe seasnake,Saumarez stripe seasnake,-21.91631,153.58669,-21.91631,153.58669,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,176,,,,,,2,4,1,2,1,0
RLS,CS50,CS50,,,,Saumarez SW,Saumarez SW,-21.91736,153.57968,-21.91736,153.57968,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,176,,,,,,2,4,3,2,1,0
RLS,NMP18,NMP18,,,,Rick s Folly,Rick s Folly,-21.91842,113.95551,-21.91842,113.95551,Ningaloo Marine Park,Ningaloo Reef - North,Ningaloo Marine Park,Australia,Western Australia,Ningaloo,Northwest Australian Shelf,Central Indo-Pacific,Recreation Zone,3,1,1,0,0,1,Recreation Zone,High,Restricted take multizoned,1987,2435,2.8,0.55,-1,,,,,,,0,0
RLS,NWS160,NWS160,,,,Bundegi Sponge Garden,Bundegi Sponge Garden,-21.94178,114.16068,-21.94178,114.16068,North West Shelf,Exmouth,,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,,,,,,,,,,Fishing,,,,,,,,3,1,1,4,1,0
RLS,GBR114,GBR114,,,,Pike Reef,Pike Reef,-21.95686,152.4258,-21.95686,152.4258,Great Barrier Reef,GBR - South,Great Barrier Reef MP,Australia,Queensland,Central and Southern Great Barrier Reef,Northeast Australian Shelf,Central Indo-Pacific,HP-20-5225,,,,1,,,HP-20-5225,High,Restricted take multizoned,2004,14902.01,1143.16,180.5,-2,,,,,,,0,0
RLS,NMP23,NMP23,,,,Kate s Corner,Kate s Corner,-21.97653,113.91861,-21.97653,113.91861,Ningaloo Marine Park,Ningaloo Reef - North,Ningaloo Marine Park,Australia,Western Australia,Ningaloo,Northwest Australian Shelf,Central Indo-Pacific,Recreation Zone,3,1,1,0,0,1,Recreation Zone,High,Restricted take multizoned,1987,2435,13.22,2.1,-0.38,,,,,,,0,0
RLS,NWS161,NWS161,,,,Ridge Garden,Ridge Garden,-22.01948,114.12743,-22.01948,114.12743,North West Shelf,Exmouth,,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,,,,,,,,,,Fishing,,,,,,,,3,1,1,4,1,0
RLS,NWS162,NWS162,,,,Seawhip 1,Seawhip 1,-22.02105,114.125,-22.02105,114.125,North West Shelf,Exmouth,,Australia,Western Australia,Exmouth to Broome,Northwest Australian Shelf,Central Indo-Pacific,,,,,,,,,,Fishing,,,,,,,,3,1,1,4,1,0
RLS,NMP22,NMP22,,,,Turquoise Bay (Sanctuary zone),Turquoise Bay (Sanctuary zone),-22.09786,113.88472,-22.09786,113.88472,Ningaloo Marine Park,Ningaloo Reef - North,Ningaloo Marine Park,Australia,Western Australia,Ningaloo,Northwest Australian Shelf,Central Indo-Pacific,Mandu Sanctuary Zone,3,1,1,0,0,1,Mandu Sanctuary Zone,High,No take multizoned,1987,13.49,23.9,1.1,0.96,,1,,,,,0,0
RLS,CS33,CS33,,,,Bird North Bommie,Bird North Bommie,-22.16356,155.45378,-22.16356,155.45378,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,3,4,3,3,1,0
RLS,CS30,CS30,,,,Booby Rock,Booby Rock,-22.16676,155.46684,-22.16676,155.46684,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,,,,,0,0
RLS,CS35,CS35,,,,Bird NW Bommie,Bird NW Bommie,-22.16866,155.45081,-22.16866,155.45081,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,3,4,3,2,1,0
RLS,CS29,CS29,,,,Shag Rock,Shag Rock,-22.16999,155.47559,-22.16999,155.47559,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,,,,,0,0
RLS,CS34,CS34,,,,Bird Inner West,Bird Inner West,-22.17084,155.45462,-22.17084,155.45462,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,1,3,1,3,1,0
RLS,CS32,CS32,,,,Bird Reef Hole,Bird Reef Hole,-22.17306,155.47695,-22.17306,155.47695,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,2,4,1,3,1,0
RLS,CS45,CS45,,,,North Wreck Reef,North Wreck Reef,-22.17583,155.17796,-22.17583,155.17796,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,3,4,3,3,1,0
RLS,CS44,CS44,,,,NW Wreck Reef,NW Wreck Reef,-22.17629,155.16463,-22.17629,155.16463,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,3,4,3,3,1,0
RLS,CS31,CS31,,,,Bird Lagoon,Bird Lagoon,-22.17677,155.47404,-22.17677,155.47404,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,1,3,1,2,1,0
RLS,CS36,CS36,,,,Porpoise North,Porpoise North,-22.1854,155.36165,-22.1854,155.36165,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,3,4,3,2,1,0
RLS,CS38,CS38,,,,Porpoise Anchorage,Porpoise Anchorage,-22.18586,155.35576,-22.18586,155.35576,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,3,4,2,3,1,0
RLS,CS42,CS42,,,,Hilton Pool,Hilton Pool,-22.18602,155.17601,-22.18602,155.17601,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,2,4,1,3,1,0
RLS,CS37,CS37,,,,Porpoise NE,Porpoise NE,-22.1868,155.36615,-22.1868,155.36615,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,,,,,0,0
RLS,CS43,CS43,,,,West Islet Passage,West Islet Passage,-22.18826,155.17004,-22.18826,155.17004,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,,,,,0,0
RLS,CS39,CS39,,,,Porpoise Lagoon,Porpoise Lagoon,-22.18985,155.35547,-22.18985,155.35547,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,1,4,1,2,1,0
RLS,CS40,CS40,,,,Wreck Reef NE,Wreck Reef NE,-22.19702,155.30064,-22.19702,155.30064,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,,,,,0,0
RLS,CS41,CS41,,,,Wreck North,Wreck North,-22.1977,155.29443,-22.1977,155.29443,Coral Sea,Coral Sea - South,Coral Sea AMP,Australia,Queensland,Coral Sea,Tropical Southwestern Pacific,Central Indo-Pacific,Habitat Protection Zone (Reefs),,,,,,,Habitat Protection Zone (Reefs),Medium,Restricted take multizoned,2018,112,,,,,,2,4,3,3,1,0
